i,t,m,Rural
307016180163,2019-20,Southern,1
307026190005,2019-20,Southern,1
307026190013,2019-20,Southern,1
307026190020,2019-20,Southern,1
307026190027,2019-20,Southern,1
307026190034,2019-20,Southern,1
307026190041,2019-20,Southern,1
307026190048,2019-20,Southern,1
307026190055,2019-20,Southern,1
307026190062,2019-20,Southern,1
307026190069,2019-20,Southern,1
307026190077,2019-20,Southern,1
307026190084,2019-20,Southern,1
307026190091,2019-20,Southern,1
307026190098,2019-20,Southern,1
307026190105,2019-20,Southern,1
307026190112,2019-20,Southern,1
307036200003,2019-20,Southern,1
307036200004,2019-20,Southern,1
307036200006,2019-20,Southern,1
307036200044,2019-20,Southern,1
307036200046,2019-20,Southern,1
307036200048,2019-20,Southern,1
307036200058,2019-20,Southern,1
307036200067,2019-20,Southern,1
307036200071,2019-20,Southern,1
307036200072,2019-20,Southern,1
307036200091,2019-20,Southern,1
307036200092,2019-20,Southern,1
307036200094,2019-20,Southern,1
307036200096,2019-20,Southern,1
307036200110,2019-20,Southern,1
307036200116,2019-20,Southern,1
307046210004,2019-20,Southern,1
307046210029,2019-20,Southern,1
307046210033,2019-20,Southern,1
307046210043,2019-20,Southern,1
307046210045,2019-20,Southern,1
307046210064,2019-20,Southern,1
307046210069,2019-20,Southern,1
307046210075,2019-20,Southern,1
307046210091,2019-20,Southern,1
307046210096,2019-20,Southern,1
307046210144,2019-20,Southern,1
307046210183,2019-20,Southern,1
307046210184,2019-20,Southern,1
307046210192,2019-20,Southern,1
307046210200,2019-20,Southern,1
307046210203,2019-20,Southern,1
307046220003,2019-20,Southern,1
307046220009,2019-20,Southern,1
307046220017,2019-20,Southern,1
307046220024,2019-20,Southern,1
307046220039,2019-20,Southern,1
307046220051,2019-20,Southern,1
307046220060,2019-20,Southern,1
307046220065,2019-20,Southern,1
307046220068,2019-20,Southern,1
307046220069,2019-20,Southern,1
307046220074,2019-20,Southern,1
307046220089,2019-20,Southern,1
307046220091,2019-20,Southern,1
307046220096,2019-20,Southern,1
307046220099,2019-20,Southern,1
307046220109,2019-20,Southern,1
307056230009,2019-20,Southern,1
307056230012,2019-20,Southern,1
307056230017,2019-20,Southern,1
307056230060,2019-20,Southern,1
307056230070,2019-20,Southern,1
307056230097,2019-20,Southern,1
307056230106,2019-20,Southern,1
307056230144,2019-20,Southern,1
307056230156,2019-20,Southern,1
307056230157,2019-20,Southern,1
307056230162,2019-20,Southern,1
307056230169,2019-20,Southern,1
307056230186,2019-20,Southern,1
307056230203,2019-20,Southern,1
307056230224,2019-20,Southern,1
307056230226,2019-20,Southern,1
307056240043,2019-20,Southern,1
307056240051,2019-20,Southern,1
307056240056,2019-20,Southern,1
307056240122,2019-20,Southern,1
307056240125,2019-20,Southern,1
307056240134,2019-20,Southern,1
307056240145,2019-20,Southern,1
307056240147,2019-20,Southern,1
307056240175,2019-20,Southern,1
307056240189,2019-20,Southern,1
307056240206,2019-20,Southern,1
307056240211,2019-20,Southern,1
307056240246,2019-20,Southern,1
307056240247,2019-20,Southern,1
307056240285,2019-20,Southern,1
307056240288,2019-20,Southern,1
307066250013,2019-20,Southern,1
307066250041,2019-20,Southern,1
307066250051,2019-20,Southern,1
307066250069,2019-20,Southern,1
307066250072,2019-20,Southern,1
307066250079,2019-20,Southern,1
307066250082,2019-20,Southern,1
307066250087,2019-20,Southern,1
307066250091,2019-20,Southern,1
307066250116,2019-20,Southern,1
307066250136,2019-20,Southern,1
307066250139,2019-20,Southern,1
307066250150,2019-20,Southern,1
307066250171,2019-20,Southern,1
307066250177,2019-20,Southern,1
307066250187,2019-20,Southern,1
307066260007,2019-20,Southern,1
307066260013,2019-20,Southern,1
307066260017,2019-20,Southern,1
307066260035,2019-20,Southern,1
307066260085,2019-20,Southern,1
307066260142,2019-20,Southern,1
307066260145,2019-20,Southern,1
307066260155,2019-20,Southern,1
307066260167,2019-20,Southern,1
307066260185,2019-20,Southern,1
307066260189,2019-20,Southern,1
307066260196,2019-20,Southern,1
307066260206,2019-20,Southern,1
307066260219,2019-20,Southern,1
307066260235,2019-20,Southern,1
307066260267,2019-20,Southern,1
307076270005,2019-20,Southern,1
307076270015,2019-20,Southern,1
307076270024,2019-20,Southern,1
307076270033,2019-20,Southern,1
307076270051,2019-20,Southern,1
307076270061,2019-20,Southern,1
307076270071,2019-20,Southern,1
307076270080,2019-20,Southern,1
307076270089,2019-20,Southern,1
307076270099,2019-20,Southern,1
307076270108,2019-20,Southern,1
307076270117,2019-20,Southern,1
307076270126,2019-20,Southern,1
307076270135,2019-20,Southern,1
307076270145,2019-20,Southern,1
307076270154,2019-20,Southern,1
307076280020,2019-20,Southern,1
307076280030,2019-20,Southern,1
307076280038,2019-20,Southern,1
307076280051,2019-20,Southern,1
307076280055,2019-20,Southern,1
307076280061,2019-20,Southern,1
307076280089,2019-20,Southern,1
307076280090,2019-20,Southern,1
307076280093,2019-20,Southern,1
307076280096,2019-20,Southern,1
307076280100,2019-20,Southern,1
307076280148,2019-20,Southern,1
307076280161,2019-20,Southern,1
307076280175,2019-20,Southern,1
307076280182,2019-20,Southern,1
307076280195,2019-20,Southern,1
307086290001,2019-20,Southern,1
307086290002,2019-20,Southern,1
307086290003,2019-20,Southern,1
307086290008,2019-20,Southern,1
307086290030,2019-20,Southern,1
307086290059,2019-20,Southern,1
307086290095,2019-20,Southern,1
307086290097,2019-20,Southern,1
307086290120,2019-20,Southern,1
307086290150,2019-20,Southern,1
307086290181,2019-20,Southern,1
307086290192,2019-20,Southern,1
307086290212,2019-20,Southern,1
307086290222,2019-20,Southern,1
307086290241,2019-20,Southern,1
307086290243,2019-20,Southern,1
307086300019,2019-20,Southern,1
307086300021,2019-20,Southern,1
307086300024,2019-20,Southern,1
307086300033,2019-20,Southern,1
307086300050,2019-20,Southern,1
307086300054,2019-20,Southern,1
307086300094,2019-20,Southern,1
307086300102,2019-20,Southern,1
307086300104,2019-20,Southern,1
307086300119,2019-20,Southern,1
307086300134,2019-20,Southern,1
307086300136,2019-20,Southern,1
307086300150,2019-20,Southern,1
307086300169,2019-20,Southern,1
307086300171,2019-20,Southern,1
307086300180,2019-20,Southern,1
307096310014,2019-20,Southern,1
307096310022,2019-20,Southern,1
307096310030,2019-20,Southern,1
307096310038,2019-20,Southern,1
307096310046,2019-20,Southern,1
307096310054,2019-20,Southern,1
307096310064,2019-20,Southern,1
307096310072,2019-20,Southern,1
307096310081,2019-20,Southern,1
307096310089,2019-20,Southern,1
307096310097,2019-20,Southern,1
307096310105,2019-20,Southern,1
307096310113,2019-20,Southern,1
307096310122,2019-20,Southern,1
307096310130,2019-20,Southern,1
307096310138,2019-20,Southern,1
307096320005,2019-20,Southern,1
307096320039,2019-20,Southern,1
307096320087,2019-20,Southern,1
307096320093,2019-20,Southern,1
307096320099,2019-20,Southern,1
307096320101,2019-20,Southern,1
307096320107,2019-20,Southern,1
307096320123,2019-20,Southern,1
307096320147,2019-20,Southern,1
307096320164,2019-20,Southern,1
307096320166,2019-20,Southern,1
307096320181,2019-20,Southern,1
307096320190,2019-20,Southern,1
307096320234,2019-20,Southern,1
307096320238,2019-20,Southern,1
307096320245,2019-20,Southern,1
307106330015,2019-20,Southern,1
307106330041,2019-20,Southern,1
307106330066,2019-20,Southern,1
307106330067,2019-20,Southern,1
307106330108,2019-20,Southern,1
307106330109,2019-20,Southern,1
307106330123,2019-20,Southern,1
307106330125,2019-20,Southern,1
307106330163,2019-20,Southern,1
307106330178,2019-20,Southern,1
307106330196,2019-20,Southern,1
307106330211,2019-20,Southern,1
307106330221,2019-20,Southern,1
307106330231,2019-20,Southern,1
307106330245,2019-20,Southern,1
307106330251,2019-20,Southern,1
307106340014,2019-20,Southern,1
307106340021,2019-20,Southern,1
307106340027,2019-20,Southern,1
307106340073,2019-20,Southern,1
307106340079,2019-20,Southern,1
307106340080,2019-20,Southern,1
307106340088,2019-20,Southern,1
307106340091,2019-20,Southern,1
307106340092,2019-20,Southern,1
307106340100,2019-20,Southern,1
307106340105,2019-20,Southern,1
307106340117,2019-20,Southern,1
307106340165,2019-20,Southern,1
307106340185,2019-20,Southern,1
307106340205,2019-20,Southern,1
307106340208,2019-20,Southern,1
307106350065,2019-20,Southern,1
307106350066,2019-20,Southern,1
307106350067,2019-20,Southern,1
307106350080,2019-20,Southern,1
307106350093,2019-20,Southern,1
307106350094,2019-20,Southern,1
307106350096,2019-20,Southern,1
307106350147,2019-20,Southern,1
307106350148,2019-20,Southern,1
307106350151,2019-20,Southern,1
307106350165,2019-20,Southern,1
307106350166,2019-20,Southern,1
307106350178,2019-20,Southern,1
307106350227,2019-20,Southern,1
307106350241,2019-20,Southern,1
307106350242,2019-20,Southern,1
307106360009,2019-20,Southern,1
307106360028,2019-20,Southern,1
307106360033,2019-20,Southern,1
307106360039,2019-20,Southern,1
307106360047,2019-20,Southern,1
307106360048,2019-20,Southern,1
307106360097,2019-20,Southern,1
307106360102,2019-20,Southern,1
307106360126,2019-20,Southern,1
307106360135,2019-20,Southern,1
307106360142,2019-20,Southern,1
307106360145,2019-20,Southern,1
307106360151,2019-20,Southern,1
307106360168,2019-20,Southern,1
307106360170,2019-20,Southern,1
307106360172,2019-20,Southern,1
307116370002,2019-20,Southern,1
307116370004,2019-20,Southern,1
307116370027,2019-20,Southern,1
307116370035,2019-20,Southern,1
307116370038,2019-20,Southern,1
307116370065,2019-20,Southern,1
307116370075,2019-20,Southern,1
307116370108,2019-20,Southern,1
307116370122,2019-20,Southern,1
307116370123,2019-20,Southern,1
307116370128,2019-20,Southern,1
307116370151,2019-20,Southern,1
307116370153,2019-20,Southern,1
307116370167,2019-20,Southern,1
307116370204,2019-20,Southern,1
307116370212,2019-20,Southern,1
307126380016,2019-20,Southern,1
307126380024,2019-20,Southern,1
307126380041,2019-20,Southern,1
307126380053,2019-20,Southern,1
307126380054,2019-20,Southern,1
307126380074,2019-20,Southern,1
307126380094,2019-20,Southern,1
307126380128,2019-20,Southern,1
307126380137,2019-20,Southern,1
307126380171,2019-20,Southern,1
307126380187,2019-20,Southern,1
307126380188,2019-20,Southern,1
307126380189,2019-20,Southern,1
307126380211,2019-20,Southern,1
307126380233,2019-20,Southern,1
307126380242,2019-20,Southern,1
307136390008,2019-20,Southern,1
307136390026,2019-20,Southern,1
307136390043,2019-20,Southern,1
307136390060,2019-20,Southern,1
307136390077,2019-20,Southern,1
307136390094,2019-20,Southern,1
307136390111,2019-20,Southern,1
307136390128,2019-20,Southern,1
307136390162,2019-20,Southern,1
307136390179,2019-20,Southern,1
307136390196,2019-20,Southern,1
307136390213,2019-20,Southern,1
307136390230,2019-20,Southern,1
307136390247,2019-20,Southern,1
307136390264,2019-20,Southern,1
307136390282,2019-20,Southern,1
307136400036,2019-20,Southern,1
307136400041,2019-20,Southern,1
307136400045,2019-20,Southern,1
307136400082,2019-20,Southern,1
307136400086,2019-20,Southern,1
307136400089,2019-20,Southern,1
307136400111,2019-20,Southern,1
307136400118,2019-20,Southern,1
307136400159,2019-20,Southern,1
307136400161,2019-20,Southern,1
307136400204,2019-20,Southern,1
307136400210,2019-20,Southern,1
307136400211,2019-20,Southern,1
307136400212,2019-20,Southern,1
307136400225,2019-20,Southern,1
307136400226,2019-20,Southern,1
307206410026,2019-20,Southern,0
307206410059,2019-20,Southern,0
307206410062,2019-20,Southern,0
307206410068,2019-20,Southern,0
307206410096,2019-20,Southern,0
307206410108,2019-20,Southern,0
307206410143,2019-20,Southern,0
307206410154,2019-20,Southern,0
307206410205,2019-20,Southern,0
307206410265,2019-20,Southern,0
307206410275,2019-20,Southern,0
307206410355,2019-20,Southern,0
307206410383,2019-20,Southern,0
307206410418,2019-20,Southern,0
307206410431,2019-20,Southern,0
307206410481,2019-20,Southern,0
308016420027,2019-20,Southern,1
308016420041,2019-20,Southern,1
308016420045,2019-20,Southern,1
308016420081,2019-20,Southern,1
308016420094,2019-20,Southern,1
308016420106,2019-20,Southern,1
308016420137,2019-20,Southern,1
308016420176,2019-20,Southern,1
308016420189,2019-20,Southern,1
308016420210,2019-20,Southern,1
308016420214,2019-20,Southern,1
308016420237,2019-20,Southern,1
308016420247,2019-20,Southern,1
308016420248,2019-20,Southern,1
308016420266,2019-20,Southern,1
308016420271,2019-20,Southern,1
308016430005,2019-20,Southern,1
308016430019,2019-20,Southern,1
308016430046,2019-20,Southern,1
308016430059,2019-20,Southern,1
308016430071,2019-20,Southern,1
308016430084,2019-20,Southern,1
308016430096,2019-20,Southern,1
308016430108,2019-20,Southern,1
308016430120,2019-20,Southern,1
308016430132,2019-20,Southern,1
308016430147,2019-20,Southern,1
308016430160,2019-20,Southern,1
308016430174,2019-20,Southern,1
308016430187,2019-20,Southern,1
308016430211,2019-20,Southern,1
308016430224,2019-20,Southern,1
308016440010,2019-20,Southern,1
308016440088,2019-20,Southern,1
308016440095,2019-20,Southern,1
308016440110,2019-20,Southern,1
308016440122,2019-20,Southern,1
308016440134,2019-20,Southern,1
308016440135,2019-20,Southern,1
308016440138,2019-20,Southern,1
308016440140,2019-20,Southern,1
308016440147,2019-20,Southern,1
308016440150,2019-20,Southern,1
308016440168,2019-20,Southern,1
308016440192,2019-20,Southern,1
308016440202,2019-20,Southern,1
308016440205,2019-20,Southern,1
308016440213,2019-20,Southern,1
308016450018,2019-20,Southern,1
308016450041,2019-20,Southern,1
308016450057,2019-20,Southern,1
308016450122,2019-20,Southern,1
308016450168,2019-20,Southern,1
308016450190,2019-20,Southern,1
308016450195,2019-20,Southern,1
308016450217,2019-20,Southern,1
308016450271,2019-20,Southern,1
308016450278,2019-20,Southern,1
308016450334,2019-20,Southern,1
308016450355,2019-20,Southern,1
308016450358,2019-20,Southern,1
308016450383,2019-20,Southern,1
308016450417,2019-20,Southern,1
308016450451,2019-20,Southern,1
308026460004,2019-20,Southern,1
308026460036,2019-20,Southern,1
308026460045,2019-20,Southern,1
308026460095,2019-20,Southern,1
308026460133,2019-20,Southern,1
308026460138,2019-20,Southern,1
308026460139,2019-20,Southern,1
308026460152,2019-20,Southern,1
308026460157,2019-20,Southern,1
308026460164,2019-20,Southern,1
308026460223,2019-20,Southern,1
308026460289,2019-20,Southern,1
308026460308,2019-20,Southern,1
308026460309,2019-20,Southern,1
308026460311,2019-20,Southern,1
308026460325,2019-20,Southern,1
308026470104,2019-20,Southern,1
308026470115,2019-20,Southern,1
308026470121,2019-20,Southern,1
308026470122,2019-20,Southern,1
308026470157,2019-20,Southern,1
308026470163,2019-20,Southern,1
308026470189,2019-20,Southern,1
308026470206,2019-20,Southern,1
308026470230,2019-20,Southern,1
308026470285,2019-20,Southern,1
308026470290,2019-20,Southern,1
308026470316,2019-20,Southern,1
308026470339,2019-20,Southern,1
308026470403,2019-20,Southern,1
308026470404,2019-20,Southern,1
308026470418,2019-20,Southern,1
308026480008,2019-20,Southern,1
308026480019,2019-20,Southern,1
308026480041,2019-20,Southern,1
308026480044,2019-20,Southern,1
308026480086,2019-20,Southern,1
308026480102,2019-20,Southern,1
308026480155,2019-20,Southern,1
308026480180,2019-20,Southern,1
308026480183,2019-20,Southern,1
308026480193,2019-20,Southern,1
308026480215,2019-20,Southern,1
308026480219,2019-20,Southern,1
308026480230,2019-20,Southern,1
308026480231,2019-20,Southern,1
308026480246,2019-20,Southern,1
308026480304,2019-20,Southern,1
308036490003,2019-20,Southern,1
308036490004,2019-20,Southern,1
308036490058,2019-20,Southern,1
308036490083,2019-20,Southern,1
308036490094,2019-20,Southern,1
308036490115,2019-20,Southern,1
308036490118,2019-20,Southern,1
308036490124,2019-20,Southern,1
308036490149,2019-20,Southern,1
